name,type1,type2,attack,defense,sp_attack,sp_defense,speed,against_bug,against_dark,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
Heliolisk,electric,normal,55.0,52.0,109.0,94.0,109.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Tyrunt,rock,dragon,89.0,77.0,45.0,45.0,48.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0
Tyrantrum,rock,dragon,121.0,119.0,69.0,59.0,71.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0
Amaura,rock,ice,59.0,50.0,67.0,63.0,46.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0
Aurorus,rock,ice,77.0,72.0,99.0,92.0,58.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0
Hawlucha,fighting,flying,92.0,75.0,74.0,63.0,118.0,0.25,0.5,1.0,0.5,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
Dedenne,electric,fairy,58.0,57.0,81.0,67.0,101.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
Carbink,rock,fairy,50.0,150.0,50.0,150.0,50.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0
Klefki,steel,fairy,80.0,91.0,80.0,87.0,75.0,0.25,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0
Phantump,ghost,grass,70.0,48.0,50.0,60.0,38.0,1.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
Trevenant,ghost,grass,110.0,76.0,65.0,82.0,56.0,1.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
Pumpkaboo,ghost,grass,66.0,70.0,44.0,55.0,41.0,1.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
Gourgeist,ghost,grass,100.0,122.0,58.0,75.0,54.0,1.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
Noibat,flying,dragon,30.0,35.0,45.0,40.0,55.0,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
Noivern,flying,dragon,70.0,80.0,97.0,80.0,123.0,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
Yveltal,dark,flying,131.0,95.0,131.0,98.0,99.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
Zygarde,dragon,ground,100.0,121.0,91.0,95.0,85.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
Diancie,rock,fairy,160.0,110.0,160.0,110.0,110.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0
Hoopa,psychic,ghost,160.0,60.0,170.0,130.0,80.0,1.0,4.0,4.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0
Volcanion,fire,water,110.0,120.0,130.0,90.0,70.0,0.5,1.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0
Rowlet,grass,flying,55.0,55.0,50.0,50.0,42.0,1.0,1.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
Dartrix,grass,flying,75.0,75.0,70.0,70.0,52.0,1.0,1.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
Decidueye,grass,ghost,107.0,75.0,100.0,100.0,70.0,1.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
Incineroar,fire,dark,115.0,90.0,80.0,90.0,60.0,1.0,0.5,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0
Primarina,water,fairy,74.0,74.0,126.0,116.0,60.0,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
Pikipek,normal,flying,75.0,30.0,30.0,30.0,65.0,0.5,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
Trumbeak,normal,flying,85.0,50.0,40.0,50.0,75.0,0.5,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
Toucannon,normal,flying,120.0,75.0,75.0,75.0,60.0,0.5,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
Charjabug,bug,electric,82.0,95.0,55.0,75.0,36.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
Vikavolt,bug,electric,70.0,90.0,145.0,75.0,43.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
Crabominable,fighting,ice,132.0,77.0,62.0,67.0,43.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,1.0
Oricorio,fire,flying,70.0,70.0,98.0,70.0,93.0,0.25,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0
Cutiefly,bug,fairy,45.0,40.0,55.0,40.0,84.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0
Ribombee,bug,fairy,55.0,60.0,95.0,70.0,124.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0
Mareanie,poison,water,53.0,62.0,43.0,52.0,45.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5
Toxapex,poison,water,63.0,152.0,53.0,142.0,35.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5
Dewpider,water,bug,40.0,52.0,40.0,72.0,27.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5
Araquanid,water,bug,70.0,92.0,50.0,132.0,42.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5
Morelull,grass,fairy,35.0,55.0,65.0,75.0,15.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5
Shiinotic,grass,fairy,45.0,80.0,90.0,100.0,30.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5
Salandit,poison,fire,44.0,40.0,71.0,40.0,77.0,0.25,1.0,1.0,0.25,4.0,0.5,1.0,0.5,2.0,2.0,0.5,2.0
Salazzle,poison,fire,64.0,60.0,111.0,60.0,117.0,0.25,1.0,1.0,0.25,4.0,0.5,1.0,0.5,2.0,2.0,0.5,2.0
Stufful,normal,fighting,75.0,50.0,45.0,50.0,50.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
Bewear,normal,fighting,125.0,80.0,55.0,60.0,60.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
Oranguru,normal,psychic,60.0,80.0,90.0,110.0,60.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Wimpod,bug,water,35.0,40.0,20.0,30.0,80.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5
Golisopod,bug,water,125.0,140.0,60.0,90.0,40.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5
Sandygast,ghost,ground,55.0,80.0,70.0,45.0,15.0,0.5,2.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0
Palossand,ghost,ground,75.0,110.0,100.0,75.0,35.0,0.5,2.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0
Minior,rock,flying,100.0,60.0,100.0,60.0,120.0,0.5,1.0,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0
Turtonator,fire,dragon,78.0,135.0,91.0,85.0,36.0,0.5,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
Togedemaru,electric,steel,98.0,63.0,40.0,73.0,96.0,0.5,1.0,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0
Mimikyu,ghost,fairy,90.0,80.0,50.0,105.0,96.0,0.25,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0
Bruxish,water,psychic,105.0,70.0,70.0,70.0,92.0,2.0,2.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5
Drampa,normal,dragon,60.0,85.0,135.0,91.0,36.0,1.0,1.0,0.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
Dhelmise,ghost,grass,131.0,100.0,86.0,90.0,40.0,1.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
Hakamo-o,dragon,fighting,75.0,90.0,65.0,70.0,65.0,0.5,0.5,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5
Kommo-o,dragon,fighting,110.0,125.0,100.0,105.0,85.0,0.5,0.5,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5
Tapu Koko,electric,fairy,115.0,85.0,95.0,75.0,130.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
Tapu Lele,psychic,fairy,85.0,75.0,130.0,115.0,95.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0
Tapu Bulu,grass,fairy,130.0,115.0,85.0,95.0,75.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5
Tapu Fini,water,fairy,75.0,115.0,95.0,130.0,85.0,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
Solgaleo,psychic,steel,137.0,107.0,113.0,89.0,97.0,1.0,2.0,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
Lunala,psychic,ghost,113.0,89.0,137.0,107.0,97.0,1.0,4.0,4.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0
Nihilego,rock,poison,53.0,47.0,127.0,131.0,103.0,0.5,1.0,1.0,1.0,4.0,1.0,0.5,0.25,2.0,1.0,2.0,2.0
Buzzwole,bug,fighting,139.0,139.0,53.0,53.0,79.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0
Pheromosa,bug,fighting,137.0,37.0,137.0,37.0,151.0,0.5,0.5,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0
Celesteela,steel,flying,101.0,103.0,107.0,101.0,61.0,0.25,1.0,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0
Kartana,grass,steel,181.0,131.0,59.0,31.0,109.0,1.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5
Guzzlord,dark,dragon,101.0,53.0,97.0,53.0,43.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5
Magearna,steel,fairy,95.0,115.0,130.0,115.0,65.0,0.25,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0
